City;Lat;Lng
Hönow;52.550;13.633
Höpfingen;49.600;9.433
Hörden;51.667;10.283
Hördt;49.167;8.333
Hörgertshausen;48.550;11.867
Hörnitz;50.899;14.768
Hörnum (Sylt);54.750;8.283
Hörstel;52.300;7.583
Hösbach;50.000;9.200
Hötensleben;52.122;11.022
Hövelhof;51.817;8.667
Höxter;51.783;9.383
Hückelhoven;51.067;6.217
Hückeswagen;51.150;7.333
Hüffelsheim;49.817;7.800
Hüffenhardt;49.300;9.083
Hüfingen;47.933;8.483
Hügelsheim;48.800;8.117
Hülben;48.517;9.417
Hüllhorst;52.267;8.667
Hülsede;52.250;9.367
Hünfeld;50.667;9.767
Hünfelden;50.317;8.167
Hünstetten;50.233;8.183
Hünxe;51.633;6.767
Hürtgenwald;50.717;6.383
Hürth;50.867;6.867
Hürup;54.750;9.533
Hütschenhausen;49.417;7.483
Hüttenberg;50.517;8.617
Hüttenrode;51.771;10.907
Hüttisheim;48.283;9.950
Hüttlingen;48.900;10.100
Ibbenbüren;52.283;7.717
Ichenhausen;48.367;10.300
Ichtershausen;50.878;10.978
Icking;47.950;11.433
Idar-Oberstein;49.717;7.317
Idstein;50.217;8.267
Iffeldorf;47.767;11.317
Iffezheim;48.817;8.133
Igel;49.717;6.550
Igensdorf;49.617;11.233
Igersheim;49.500;9.817
Iggensbach;48.733;13.150
Iggingen;48.833;9.883
Igling;48.083;10.817
Ihlienworth;53.733;8.917
Ihlow;53.417;7.450
Ihringen;48.050;7.650
Ihrlerstein;48.933;11.867
Ilberstedt;51.803;11.663
Ilbesheim Bei Landau/Pfalz;49.183;8.050
Ilfeld;51.580;10.784
Illerkirchberg;48.333;10.000
Illerrieden;48.267;10.050
Illertissen;48.217;10.100
Illingen;48.950;8.917
Illingen;49.383;7.050
Illmensee;47.867;9.383
Illschwang;49.450;11.683
Ilmenau;50.686;10.922
Ilmmünster;48.483;11.500
Ilsede;52.267;10.217
Ilsenburg;51.862;10.674
Ilsfeld;49.050;9.250
Ilshofen;49.167;9.917
Ilvesheim;49.483;8.567
Immendingen;47.933;8.733
Immenhausen;51.433;9.483
Immenreuth;49.917;11.867
Immenstaad am Bodensee;47.667;9.367
Immenstadt im Allgäu;47.567;10.217
Inchenhofen;48.517;11.117
Inden;50.867;6.350
Ingelfingen;49.300;9.650
Ingelheim am Rhein;49.967;8.050
Ingersheim;48.967;9.183
Ingoldingen;48.033;9.733
Ingolstadt;48.767;11.433
Innernzell;48.850;13.283
Inning am Ammersee;48.083;11.150
Insheim;49.167;8.150
Inzell;47.767;12.750
Inzigkofen;48.067;9.183
Inzlingen;47.583;7.700
Iphofen;49.700;10.267
Ippesheim;49.600;10.233
Ipsheim;49.517;10.483
Irchenrieth;49.617;12.233
Irrel;49.850;6.450
Irsch;49.600;6.600
Irschenberg;47.833;11.917
Irsee;47.917;10.583
Isen;48.217;12.067
Isenbüttel;52.433;10.583
Iserlohn;51.383;7.700
Isernhagen;52.433;9.850
Ismaning;48.233;11.667
Isny im Allgäu;47.700;10.033
Ispringen;48.917;8.667
Isselburg;51.833;6.467
Issigau;50.383;11.717
Issum;51.533;6.433
Itterbeck;52.500;6.800
Ittlingen;49.200;8.933
Itzehoe;53.933;9.517
Itzgrund;50.150;10.900
Itzstedt;53.800;10.150
Jade;53.350;8.233
Jagsthausen;49.317;9.467
Jagstzell;49.033;10.100
Jahna-Löthain;51.144;13.404
Jahnsbach;50.670;12.931
Jahnsdorf;50.743;12.851
Jameln;53.050;11.083
Jandelsbrunn;48.733;13.700
Jarmen;53.924;13.340
Jarplund-Weding;54.733;9.417
Jatznick;53.571;13.950
Jembke;52.500;10.767
Jemgum;53.267;7.383
Jena;50.933;11.591
Jengen;48.000;10.733
Jenkwitz;51.172;14.500
Jerichow;52.500;12.030
Jersbek;53.750;10.217
Jerxheim;52.083;10.900
Jesberg;51.000;9.150
Jessen;51.791;12.958
Jessnitz;51.683;12.297
Jesteburg;53.300;9.950
Jestetten;47.650;8.567
Jettingen;48.583;8.767
Jettingen-Scheppach;48.400;10.433
Jetzendorf;48.433;11.417
Jevenstedt;54.233;9.667
Jever;53.567;7.900
Joachimsthal;52.975;13.750
Jockgrim;49.100;8.283
Johannesberg;50.033;9.133
Johanngeorgenstadt;50.438;12.714
Johanniskirchen;48.533;12.950
Jonsdorf;50.858;14.725
Jork;53.533;9.683
Jossgrund;50.200;9.467
Juist;53.683;7.000
Julbach;48.267;12.967
Jungingen;48.333;9.050
Jänkendorf;51.250;14.816
Jänschwalde;51.862;14.507
Jössnitz;50.550;12.138
Jübek;54.567;9.400
Jüchen;51.100;6.500
Jülich;50.917;6.350
Jünkerath;50.333;6.583
Jüterborg;51.995;13.087
Kaarst;51.217;6.617
Kadenbach;50.383;7.733
Kahl am Main;50.067;9.017
Kahla;50.805;11.583
Kaisersbach;48.933;9.633
Kaisersesch;50.233;7.150
Kaiserslautern;49.450;7.767
Kaisheim;48.767;10.800
Kalbach;50.417;9.683
Kalbe;52.656;11.388
Kalchreuth;49.633;11.133
Kalefeld;51.800;10.033
Kalkar;51.733;6.300
Kalletal;52.117;9.000
Kallmünz;49.167;11.950
Kaltenengers;50.417;7.550
Kaltenkirchen;53.833;9.967
Kaltennordheim;50.628;10.159
Kaltental;47.917;10.767
Kamen;51.600;7.650
Kamenz;51.278;14.107
Kammeltal;48.383;10.367
Kammerstein;49.300;10.967
Kammlach;48.050;10.417
Kamp-Bornhofen;50.217;7.617
Kamp-Lintfort;51.500;6.550
Kampen (Sylt);54.950;8.350
Kamsdorf;50.644;11.466
Kandel;49.083;8.200
Kandern;47.717;7.667
Kappel-Grafenhausen;48.300;7.750
Kappeln;54.667;9.933
Kappelrodeck;48.600;8.117
Karbach;49.867;9.633
Karben;50.233;8.783
Karlsbad;48.917;8.500
Karlsdorf-Neuthard;49.133;8.550
Karlsfeld;48.217;11.467
Karlshuld;48.683;11.283
Karlskron;48.683;11.417
Karlsruhe;49.017;8.400
Karlstadt;49.967;9.767
Karlstein am Main;50.050;9.017
Karsbach;50.050;9.783
Karstädt;53.161;11.735
Kasbach-Ohlenberg;50.583;7.283
Kasel;49.767;6.733
Kasendorf;50.033;11.350
Kasseedorf;54.167;10.717
Kassel;51.317;9.500
Kastellaun;50.067;7.450
Kastl;48.200;12.700
Kastl;49.367;11.683
Kastl;49.833;11.900
Katlenburg-Lindau;51.683;10.100
Katzenelnbogen;50.267;7.983
Katzhütte;50.553;11.052
Katzweiler;49.500;7.700
Katzwinkel (Sieg);50.817;7.817
Kaub;50.083;7.767
Kaufbeuren;47.883;10.617
Kaufering;48.083;10.883
Kaufungen;51.283;9.633
Kayna;50.993;12.239
Kefenrod;50.350;9.217
Kehl;48.567;7.817
Kelberg;50.283;6.917
Kelbra;51.443;11.041
Kelheim;48.917;11.867
Kelkheim (Taunus);50.133;8.450
Kell;49.633;6.833
Kellhusen (Ostsee);54.200;11.067
Kellinghusen;53.950;9.733
Kellmünz an der Iller;48.117;10.133
Kelsterbach;50.067;8.533
Keltern;48.900;8.583
Kemberg;51.778;12.627
Kemmern;49.950;10.883
Kemnath;49.867;11.900
Kemnitz;51.069;14.805
Kempen;51.367;6.417
Kempenich;50.417;7.117
Kempten (Allgäu);47.733;10.317
Kemtau;50.739;12.960
Kenn;49.800;6.733
Kenzingen;48.200;7.767
Kerken;51.450;6.367
Kernen im Remstal;48.783;9.350
Kerpen;50.867;6.700
Kerzenheim;49.583;8.067
Ketsch;49.367;8.517
Kettenkamp;52.583;7.833
Kettershausen;48.183;10.267
Kettig;50.400;7.467
Ketzin;52.479;12.845
Kevelaer;51.583;6.250
Kiebitzreihe;53.783;9.600
Kiedrich;50.050;8.083
Kiefersfelden;47.617;12.183
Kiel;54.333;10.133
Kienberg;48.033;12.467
Kierspe;51.133;7.583
Kieselbach;50.839;10.127
Kieselbronn;48.933;8.750
Kindelbrück;51.261;11.090
Kinding;49.000;11.383
Kindsbach;49.417;7.617
Kinsau;47.883;10.917
Kipfenberg;48.950;11.400
Kippenheim;48.300;7.833
Kirchanschöring;47.950;12.833
Kirchardt;49.200;8.983
Kirchberg;48.900;13.183
Kirchberg;50.628;12.529
Kirchberg (Hunsrück);49.950;7.400
Kirchberg an der Iller;48.133;10.083
Kirchberg an der Jagst;49.200;9.983
Kirchberg an der Murr;48.950;9.350
Kirchbrak;51.967;9.583
Kirchdorf;48.183;12.200
Kirchdorf;52.600;8.833
Kirchdorf am Inn;48.250;12.983
Kirchdorf an der Amper;48.467;11.650
Kirchdorf an der Iller;48.083;10.133
Kirchdorf im Wald;48.917;13.267
Kirchehrenbach;49.733;11.150
Kirchen (Sieg);50.817;7.883
Kirchenlamitz;50.150;11.950
Kirchenpingarten;49.917;11.783
Kirchensittenbach;49.550;11.417
Kirchentellinsfurt;48.533;9.150
Kirchenthumbach;49.750;11.733
Kirchgellersen;53.233;10.300
Kirchhain;50.817;8.917
Kirchham;48.350;13.267
Kirchhaslach;48.150;10.317
Kirchheim;49.650;9.867
Kirchheim;50.833;9.583
Kirchheim am Neckar;49.050;9.150
Kirchheim am Ries;48.883;10.400
Kirchheim an der Weinstrasse;49.533;8.183
Kirchheim Bei München;48.183;11.750
Kirchheim in Schwaben;48.167;10.467
Kirchheim Unter Teck;48.650;9.450
Kirchheimbolanden;49.667;8.017
Kirchhundem;51.083;8.083
Kirchlauter;50.050;10.717
Kirchlengern;52.200;8.583
Kirchlinten;52.950;9.317
Kirchroth;48.950;12.550
Kirchseeon;48.067;11.883
Kirchwalsede;53.017;9.400
Kirchweidach;48.083;12.650
Kirchzarten;47.967;7.950
Kirchzell;49.617;9.183
Kirkel;49.283;7.217
Kirn;49.783;7.467
Kirrweiler (Pfalz);49.300;8.167
Kirschau;51.089;14.438
Kirschweiler;49.750;7.250
Kirtorf;50.767;9.083
Kisdorf;53.817;10.017
Kissenbrück;52.117;10.600
Kissing;48.300;10.983
Kisslegg;47.783;9.883
Kist;49.750;9.833
Kitzingen;49.733;10.167
Kitzscher;51.161;12.554
Klaffenbach;50.766;12.906
Klausdorf;50.624;11.437
Klausdorf;52.156;13.413
Klausdorf;54.317;10.217
Klein Nordende;53.717;9.650
Klein Offenseth-Sparrieshoop;53.800;9.700
Klein Rönnau;53.967;10.317
Klein Wanzleben;52.073;11.366
Klein-Winternheim;49.933;8.217
Kleinaitingen;48.217;10.833
Kleinblittersdorf;49.150;7.033
Kleinheubach;49.717;9.217
Kleinkahl;50.100;9.267
Kleinlangheim;49.767;10.283
Kleinmachnow;52.413;13.223
Kleinolbersdorf-Altenhain;50.789;13.014
Kleinostheim;50.000;9.067
Kleinrinderfeld;49.700;9.850
Kleinwallstadt;49.867;9.167
Kleinwelka;51.209;14.404
Klettgau;47.650;8.417
Klettwitz;51.546;13.899
Kleve;51.783;6.133
Klingenberg am Main;49.783;9.183
Klingenmünster;49.133;8.017
Klingenthal;50.360;12.471
Klipphausen;51.076;13.529
Klitten;51.351;14.607
Klosterfelde;52.791;13.474
Klosterlechfeld;48.167;10.833
Klostermansfeld;51.583;11.496
Klotten;50.167;7.200
Kluse;52.933;7.350
Klussiedlung;51.860;11.056
Klötze;52.626;11.168
Klüsserath;49.850;6.850
Klütz;53.968;11.162
Knappenrode;51.408;14.327
Knetzgau;50.000;10.550
Knittlingen;49.033;8.767
Knüllwald;51.000;9.467
Kobern-Gondorf;50.300;7.450
Koblenz;50.350;7.600
Kochel am See;47.650;11.367
Kodersdorf;51.245;14.897
Kohlberg;48.567;9.333
Kohlberg;49.600;12.017
Kohren-Sahlis;51.018;12.612
Kolbermoor;47.850;12.067
Kolbingen;48.050;8.900
Kolitzheim;49.917;10.233
Kolkwitz;51.750;14.250
Kollmar;53.733;9.483
Kollnburg;49.050;12.867
Konnersreuth;50.017;12.233
Konradsreuth;50.267;11.850
Konstanz;47.667;9.183
Konz;49.700;6.583
Konzell;49.067;12.717
Korb;48.850;9.367
Korbach;51.283;8.867
Kordel;49.833;6.633
Korntal-Münchingen;48.833;9.117
Kornwestheim;48.867;9.183
Korschenbroich;51.200;6.517
Kosel;54.500;9.750
Kottenheim;50.350;7.250
Kottgeisering;48.117;11.133
Kottweiler-Schwanden;49.467;7.533
Kraftsdorf;50.878;11.917
Kraiburg am Inn;48.183;12.433
Kraichtal;49.117;8.717
Krailing;48.100;11.417
Krakow am See;53.651;12.269
Kranenburg;51.783;6.017
Kranichfeld;50.856;11.201
Kranzberg;48.400;11.617
Krauchenwies;48.017;9.250
Krauschwitz;51.521;14.706
Krautheim;49.383;9.633
Kreba-Neudorf;51.349;14.688
Krebeck;51.583;10.117
Krefeld;51.333;6.567
Kreiensen;51.850;9.967
Kreischa;50.945;13.761
Kremmen;52.761;13.026
Krempe;53.833;9.483
Kremperheide;53.883;9.483
Kressberg;49.133;10.183
Kressbronn am Bodensee;47.600;9.600
Kretzschau;51.057;12.072
Kreuth;47.650;11.750
Kreuzau;50.750;6.483
Kreuztal;50.967;8.000
Kreuzwertheim;49.767;9.517
Krickenbach;49.367;7.667
Kriebethal;51.048;13.015
Kriebitzsch;51.025;12.332
Kriegsfeld;49.717;7.917
Kriftel;50.067;8.467
Krippen;50.911;14.174
Krombach;50.083;9.217
Kronach;50.233;11.317
Kronau;49.217;8.633
Kronberg im Taunus;50.183;8.517
Kronburg;47.900;10.167
Kronprinzenkoog;53.983;8.967
Kronshagen;54.333;10.083
Kropp;54.417;9.533
Kroppen;51.385;13.794
Kroppenstedt;51.945;11.306
Krossen;50.979;11.975
Krostitz;51.463;12.453
Kruft;50.383;7.333
Krumbach (Schwaben);48.250;10.367
Krumhermersdorf;50.734;13.101
Krummennaab;49.833;12.100
Krummesse;53.783;10.650
Krummhörn;53.433;7.100
Krumpa;51.294;11.851
Krögis;51.124;13.375
Krölpa;50.681;11.540
Kröning;48.550;12.367
Kröpelin;54.073;11.801
Kröv;49.983;7.083
Krün;47.500;11.283
Kubschütz;51.172;14.515
Kuchen;48.633;9.800
Kuckau;51.239;14.210
Kuddewörde;53.583;10.400
Kuhardt;49.150;8.317
Kulmain;49.900;11.900
Kulmbach;50.117;11.450
Kumhausen;48.500;12.167
Kummerfeld;53.700;9.800
Kunreuth;49.683;11.150
Kupferberg;50.133;11.583
Kupferzell;49.233;9.683
Kuppenheim;48.833;8.250
Kurort Hartha;50.982;13.543
Kurort Seiffen;50.649;13.449
Kusel;49.533;7.400
Kusterdingen;48.517;9.117
Kutenholz;53.483;9.317
Kutzenhausen;48.350;10.700
Kyllburg;50.050;6.600
Kyritz;52.947;12.396
Kämpfelbach;48.950;8.617
Kändler;50.853;12.793
Köblitz;51.096;14.489
Köditz;50.333;11.850
Ködnitz;50.100;11.533
Kölleda;51.190;11.246
Kölln-Reisiek;53.767;9.700
Köln;50.950;6.950
Köngen;48.683;9.367
Königheim;49.617;9.600
Königs Wusterhausen;52.300;13.625
Königsbach-Stein;48.967;8.617
Königsberg in Bayern;50.083;10.567
Königsbronn;48.750;10.117
Königsbrunn;48.267;10.883
Königsbrück;51.266;13.915
Königsdorf;47.817;11.483
Königsee;50.663;11.097
Königsfeld;49.950;11.167
Königsfeld im Schwarzwald;48.133;8.417
Königshain;50.975;12.880
Königshain;51.183;14.882
Königslutter am Elm;52.250;10.817
Königsmoos;48.667;11.217
Königstein;49.600;11.633
Königstein;50.920;14.080
Königstein im Taunus;50.183;8.467
Königswalde;50.550;13.051
Königswartha;51.312;14.335
Königswinter;50.683;7.200
Könitz;50.654;11.496
Könnern;51.672;11.772
Köppelsdorf;50.358;11.213
Körle;51.183;9.517
Körner;51.234;10.591
Körperich;49.933;6.267
Kösching;48.817;11.500
Kösslarn;48.367;13.117
Köthen;51.750;11.967
Kötz;48.417;10.283
Kötzting;49.183;12.867
Kühbach;48.500;11.183
Kühren;51.339;12.846
Kührstedt;53.583;8.800
Küllstedt;51.275;10.283
Külsheim;49.667;9.517
Kümmersbruck;49.417;11.883
Künzell;50.550;9.717
Künzelsau;49.283;9.683
Künzing;48.667;13.083
Küps;50.200;11.283
Kürnach;49.850;10.050
Kürnbach;49.083;8.850
Kürten;51.050;7.267
Küssaberg;47.600;8.300
Küsten;52.983;11.067
Laaber;49.067;11.883
Laage;53.929;12.331
Laasphe;50.933;8.417
Laatzen;52.317;9.783
Laberweinting;48.800;12.317
Laboe;54.417;10.233
Lachen;47.950;10.233
Lachendorf;52.617;10.250
Ladbergen;52.133;7.733
Ladelund;54.850;9.033
Ladenburg;49.467;8.617
Laer;52.050;7.367
Lage;52.000;8.800
Lahnau;50.583;8.567
Lahnstein;50.300;7.617
Lahntal;50.867;8.700
Lahr/Schwarzwald;48.350;7.867
Lahstedt;52.250;10.217
Laichingen;48.500;9.683
Lalling;48.850;13.150
Lam;49.200;13.050
Lambrecht (Pfalz);49.367;8.067
Lambsheim;49.517;8.283
Lamerdingen;48.100;10.733
Lampertheim;49.600;8.467
Lampertswalde;51.319;13.673
Lamspringe;51.967;10.017
Lamstedt;53.633;9.100
Landau an der Isar;48.667;12.700
Landau in der Pfalz;49.200;8.117
Landesbergen;52.567;9.117
Landkirchen Auf Fehmarn;54.450;11.150
Landolfshausen;51.533;10.100
Landsberg;51.525;12.152
Landsberg am Lech;48.050;10.883
Landscheid;49.983;6.767
Landshut;48.533;12.150
Landstuhl;49.417;7.567
Langburkersdorf;51.023;14.261
Langdorf;49.017;13.150
Langebrück;51.128;13.849
Langelsheim;51.933;10.333
Langen;49.983;8.683
Langen;52.550;7.467
Langen;53.617;8.600
Langenaltheim;48.900;10.933
Langenargen;47.600;9.533
Langenau;48.500;10.117
Langenau;50.837;13.297
Langenbach;48.433;11.850
Langenberg;51.783;8.317
Langenbernsdorf;50.757;12.322
Langenbrettach;49.233;9.383
Langenburg;49.250;9.850
Langenchursdorf;50.867;12.663
Langendorf;51.183;11.960
Langeneichstädt;51.344;11.754
Langenenslingen;48.150;9.383
Langenfeld (Rheinland);51.100;6.950
Langenhagen;52.433;9.733
Langenhahn;50.583;7.917
Langenhennersdorf;50.888;14.018
Langenhessen;50.757;12.362
Langenhorn;54.683;8.933
Langenleuba-Niederhain;50.956;12.594
Langenleuba-Oberhain;50.961;12.663
Langenlonsheim;49.900;7.900
Langenmosen;48.600;11.217
Langenneufnach;48.267;10.617
Langenorla;50.748;11.580
Langenpreising;48.433;11.967
Langenselbold;50.183;9.033
Langensendelbach;49.650;11.067
Langenstein;51.858;10.985
Langenweddingen;52.039;11.522
Langenwetzendorf;50.679;12.098
Langenwolmsdorf;51.046;14.118
Langenzenn;49.500;10.800
Langeoog;53.750;7.483
Langerringen;48.150;10.767
Langerwehe;50.817;6.367
Langerwisch;52.314;13.068
Langewiesen;50.674;10.978
Langfurth;49.100;10.467
Langgöns;50.500;8.667
Langlingen;52.550;10.283
Langquaid;48.817;12.050
Langsur;49.733;6.500
Langwedel;52.983;9.200
Langwedel;54.217;9.933
Langweid am Lech;48.500;10.850
Lappersdorf;49.050;12.083
Lassan;53.950;13.846
Lastrup;52.800;7.867
Laubach;50.550;9.000
Lauben;47.783;10.300
Lauben;48.067;10.300
Laubusch;51.477;14.147
Laucha;51.227;11.670
Lauchhammer;51.493;13.757
Lauchheim;48.867;10.250
Lauchringen;47.633;8.317
Lauda-Königshofen;49.550;9.717
Laudenbach;49.617;8.650
Laudenbach;49.750;9.183
Lauenau;52.283;9.367
Lauenbrück;53.200;9.550
Lauenburg/Elbe;53.383;10.567
Lauenförde;51.667;9.383
Lauenhagen;52.350;9.217
Lauenhain;51.005;12.971
Lauf;48.650;8.133
Lauf an der Pegnitz;49.517;11.283
Laufach;50.017;9.300
Laufen;47.933;12.933
Laufenburg (Baden);47.567;8.067
Lauffen am Neckar;49.083;9.150
Laugna;48.533;10.700
Lauingen (Donau);48.567;10.433
Laupheim;48.233;9.883
Lauscha;50.479;11.163
Laussnitz;51.250;13.882
Lauta;51.456;14.107
Lautenbach;48.517;8.117
Lauter;50.567;12.743
Lauterbach;48.233;8.350
Lauterbach;50.633;9.400
Lauterecken;49.650;7.583
Lauterhofen;49.367;11.600
Lauterstein;48.700;9.883
Lautertal;50.333;10.967
Lautertal (Odenwald);49.717;8.700
Lautertal (Vogelsberg);50.583;9.283
Lautrach;47.900;10.117
Lebus;52.427;14.538
Lechbruck;47.700;10.800
Leck;54.767;8.967
Leegebruch;52.727;13.197
Leer (Ostfriesland);53.233;7.450
Leese;52.500;9.117
Leezdorf;53.550;7.317
Leezen;53.867;10.250
Legau;47.850;10.133
Legden;52.033;7.100
Lehe;54.350;9.033
Lehmen;50.283;7.450
Lehmkuhlen;54.217;10.367
Lehnin;52.326;12.750
Lehrberg;49.350;10.517
Lehre;52.333;10.667
Lehrensteinsfeld;49.133;9.333
Lehrte;52.367;9.983
Leibertingen;48.050;9.017
Leiblfing;48.767;12.517
Leichlingen (Rheinland);51.100;7.017
Leidersbach;49.900;9.217
Leiferde;52.433;10.433
Leimbach;50.817;10.199
Leimen;49.283;7.767
Leimen;49.350;8.683
Leimersheim;49.133;8.350
Leinach;49.867;9.800
Leinburg;49.450;11.317
Leinefelde;51.388;10.326
Leinfelden-Echterdingen;48.700;9.167
Leingarten;49.150;9.117
Leiningen-Lamscheid;50.133;7.550
Leinzell;48.850;9.883
Leipheim;48.450;10.217
Leippe;51.422;14.074
Leipzig;51.339;12.377
Leisnig;51.161;12.930
Leissling;51.183;11.909
Leitzkau;52.062;11.948
Leiwen;49.817;6.883
Lemberg;49.167;7.650
Lemförde;52.467;8.383
Lemgo;52.033;8.900
Lemgow;52.917;11.317
Lemwerder;53.167;8.617
Lengdorf;48.250;12.050
Lengede;52.200;10.300
Lengenfeld;50.573;12.366
Lengenwang;47.700;10.600
Lengerich;52.183;7.867
Lengerich;52.550;7.533
Lenggries;47.683;11.583
Lennestadt;51.133;8.083
Lenningen;48.550;9.467
Lensahn;54.217;10.883
Lentföhrden;53.867;9.883
Lenting;48.800;11.467
Lenzen;53.094;11.466
Lenzkirch;47.867;8.200
Leonberg;48.800;9.017
Leonberg;49.950;12.283
Leopoldshöhe;52.017;8.700
Letschin;52.647;14.364
Letzlingen;52.450;11.485
Leuben;51.162;13.294
Leubnitz;50.725;12.359
Leubsdorf;50.550;7.283
Leubsdorf;50.800;13.167
Leuchtenberg;49.600;12.250
Leukersdorf;50.778;12.812
Leun;50.550;8.350
Leuna;51.314;12.014
Leupoldsgrün;50.300;11.800
Leutenbach;48.883;9.383
Leutenbach;49.717;11.167
Leutersdorf;50.956;14.667
Leutershausen;49.300;10.417
Leutesdorf;50.450;7.383
Leutkirch im Allgäu;47.833;10.017
Leverkusen;51.033;7.000
Lich;50.517;8.817
Lichte;50.518;11.183
Lichtenau;48.733;8.000
Lichtenau;49.283;10.683
Lichtenau;51.617;8.900
Lichtenberg;50.383;11.683
Lichtenberg;50.833;13.435
Lichtenberg;51.177;13.971
Lichtenfels;50.150;11.067
Lichtenfels;51.233;8.817
Lichtenhain;50.947;14.246
Lichtenstein;48.417;9.250
Lichtenstein;50.755;12.634
Lichtentanne;50.700;12.435
Lichtenwald;48.750;9.483
Lichterfelde;52.867;13.750
Liebenau;51.500;9.283
Liebenau;52.600;9.100
Liebenburg;52.017;10.433
Liebenwalde;52.869;13.392
Liebertwolkwitz;51.282;12.464
Liederbach;50.117;8.500
Liegau;51.138;13.882
Lienen;52.150;7.967
Lieser;49.917;7.017
Lilienthal;53.150;8.917
Limbach;49.467;9.217
Limbach-Oberfrohna;50.862;12.761
Limburg an der Lahn;50.383;8.067
Limburgerhof;49.417;8.400
Limeshain;50.267;8.967
Lindau;54.383;9.900
Lindau (Bodensee);47.550;9.683
Lindberg;49.033;13.250
Linden;49.350;7.650
Linden;50.533;8.650
Lindenberg;49.383;8.100
Lindenberg;52.606;13.519
Lindenberg im Allgäu;47.600;9.883
Lindenfels;49.683;8.783
Lindenthal;51.392;12.333
Lindern (Oldenburg);52.850;7.783
Lindewitt;54.700;9.217
Lindhorst;52.367;9.283
Lindlar;51.017;7.383
Lindow;52.970;12.985
Lindwedel;52.617;9.683
Lingen (Ems);52.517;7.317
Lingenfeld;49.233;8.350
Linkenheim-Hochstetten;49.117;8.417
Linnich;50.983;6.267
Linsburg;52.600;9.300
Linsengericht;50.167;9.217
Lintig;53.600;8.883
Linz am Rhein;50.567;7.283
Lippetal;51.667;8.100
Lippstadt;51.667;8.350
Lisberg;49.883;10.733
List;55.017;8.433
Litzendorf;49.917;11.017
Lobbach;49.367;8.900
Lobstädt;51.133;12.449
Loburg;52.117;12.078
Loffenau;48.783;8.383
Lohberg;49.167;13.100
Lohe-Föhrden;54.333;9.550
Lohe-Rickelshof;54.200;9.067
Lohfelden;51.283;9.550
Lohmar;50.833;7.217
Lohmen;50.993;14.000
Lohne (Oldenburg);52.667;8.233
Lohr am Main;50.000;9.583
Lohra;50.733;8.633
Lohsa;51.385;14.404
Loiching;48.617;12.433
Loitz;53.972;13.137
Lollar;50.650;8.700
Lommatzsch;51.202;13.309
Longuich;49.817;6.767
Lonnerstadt;49.700;10.767
Lonsee;48.550;9.917
Lorch;48.800;9.683
Lorch;50.050;7.800
Lorsch;49.650;8.567
Lorup;52.933;7.650
Losheim;49.517;6.750
Lossburg;48.417;8.450
Lotte;52.283;7.917
Lottstetten;47.633;8.567
Loxstedt;53.467;8.650
Lubmin;54.133;13.613
Lucka;51.101;12.330
Luckau;51.856;13.720
Luckenau;51.089;12.083
Luckenwalde;52.089;13.174
Ludwigsau;50.900;9.750
Ludwigsburg;48.900;9.200
Ludwigsdorf;51.197;15.007
Ludwigsfelde;52.296;13.258
Ludwigshafen am Rhein;49.467;8.450
Ludwigslust;53.326;11.500
Ludwigsstadt;50.483;11.383
Luftkurort Arendsee;52.876;11.489
Lugau;50.741;12.750
Luhe-Wildenau;49.583;12.150
Luisenthal;50.782;10.728
Lunden;54.333;9.017
Lunestedt;53.433;8.750
Lunzenau;50.959;12.757
Lupburg;49.150;11.750
Luppa;51.330;12.963
Lustadt;49.250;8.283
Lutter am Barenberge;51.983;10.267
Lutzerath;50.133;7.000
Lychen;53.209;13.317
Lägerdorf;53.883;9.567
Lähden;52.750;7.567
Löbau;51.096;14.684
Löbejün;51.640;11.899
Löchgau;49.000;9.117
Löcknitz;53.454;14.208
Löderburg;51.876;11.540
Löf;50.233;7.450
Löffingen;47.883;8.350
Löhnberg;50.517;8.283
Löhne;52.200;8.700
Löningen;52.733;7.767
Lörrach;47.617;7.667
Lörzweiler;49.900;8.300
Lössnitz;50.628;12.739
Löwenstein;49.100;9.383
Lübbecke;52.300;8.617
Lübben;51.945;13.902
Lübbenau;51.869;13.973
Lübeck;53.867;10.683
Lübtheen;53.303;11.081
Lübz;53.466;12.027
Lüchow;52.967;11.150
Lüdenscheid;51.217;7.633
Lüder;52.817;10.667
Lüdersdorf;53.830;10.808
Lüdersfeld;52.367;9.250
Lüdinghausen;51.767;7.433
Lügde;51.967;9.250
Lüneburg;53.250;10.417
Lünen;51.617;7.533
Lünne;52.433;7.417
Lütjenburg;54.300;10.583
Lütjensee;53.650;10.367
Lützelbach;49.783;9.033
Lützen;51.255;12.130
Lützschena;51.383;12.283
Machern;51.356;12.627
Mackenbach;49.467;7.583
Magdeburg;52.122;11.619
Magstadt;48.750;8.967
Mahlberg;48.283;7.817
Mahlow;52.367;13.398
Maierhöfen;47.650;10.050
Maihingen;48.933;10.500
Maikammer;49.300;8.133
Mainaschaff;49.983;9.083
Mainbernheim;49.717;10.217
Mainburg;48.650;11.783
Mainhardt;49.083;9.567
Mainhausen;50.017;9.000
Mainleus;50.100;11.383
Mainstockheim;49.767;10.150
Maintal;50.167;8.800
Mainz;50.000;8.267
Maisach;48.217;11.267
Maitenbeth;48.150;12.100
Malborn;49.717;6.983
Malchin;53.741;12.762
Malching;48.317;13.183
Malchow;53.477;12.423
